y,x1,x2,x3,x4,x5,u
11.35,-0.41,-0.49,-0.43,0.39,-0.42,11.35
16.79,0.29,2.08,0.87,-0.33,1.2,16.79
-18.630000000000003,-0.41,-2.04,-1.01,-1.87,-0.35,-18.630000000000003
17.21,0.02,1.68,0.33,-0.22,0.83,17.21
-11.16,-2.21,0.24,0.77,-1.48,1.14,-11.16
23.58,0.34,-0.42,0.63,2.27,0.18,23.58
19.509999999999998,0.25,-0.46,-0.85,0.83,-0.86,19.509999999999998
4.860000000000001,0.07,-0.48,0.48,0.33,1.04,4.860000000000001
5.490000000000001,-0.51,-0.27,-0.98,-0.44,0.38,5.490000000000001
11.990000000000002,0.76,-0.92,0.87,1.36,0.41,11.990000000000002
-1.3399999999999999,1.88,-0.77,-1.24,-1.78,1.5,-1.3399999999999999
-5.0,0.65,-0.06,0.28,-1.13,2.45,-5.0
11.500000000000002,0.13,0.11,0.73,0.48,0.22,11.500000000000002
10.960000000000003,-0.79,0.47,1.88,1.35,1.59,10.960000000000003
-1.4399999999999995,-0.51,-0.99,-0.13,0.06,1.09,-1.4399999999999995
16.12,-1.69,1.53,-0.16,-0.43,-1.01,16.12
3.2500000000000004,-1.65,0.82,0.07,-1.29,-1.3,3.2500000000000004
11.64,-0.34,1.67,-0.26,-1.5,-0.25,11.64
-15.630000000000003,-0.27,-2.7,-0.05,-0.23,0.7,-15.630000000000003
11.810000000000002,1.85,1.13,-0.27,-1.11,2.57,11.810000000000002
11.44,0.06,0.01,-0.02,0.2,-0.14,11.44
-0.40000000000000124,-0.57,-0.55,-0.03,-0.54,-0.71,-0.40000000000000124
-27.199999999999996,0.11,-0.25,1.5,-2.65,1.09,-27.199999999999996
-0.6199999999999988,1.25,-2.07,-0.34,-0.37,-1.41,-0.6199999999999988
-5.050000000000002,-0.78,-1.11,1.75,0.94,1.27,-5.050000000000002
11.57,0.72,-1.13,-0.52,0.49,-1.22,11.57
18.57,0.71,-0.24,-0.37,0.71,0.44,18.57
29.0,-0.36,1.16,-1.08,0.62,0.59,29.0
26.6,-0.31,0.33,-1.25,0.92,-0.18,26.6
8.77,-0.52,1.05,-0.7,-1.41,-1.56,8.77
-29.279999999999998,0.61,-1.28,1.75,-2.08,1.7,-29.279999999999998
16.21,0.21,-0.1,-0.54,0.4,-0.04,16.21
11.31,1.1,0.11,0.15,-0.36,-0.06,11.31
11.32,0.31,-1.71,-1.35,0.74,0.17,11.32
4.57,-0.18,0.02,0.35,-0.54,-0.78,4.57
-16.65,0.2,-0.98,0.41,-1.7,1.03,-16.65
22.599999999999998,0.47,0.26,0.98,1.67,1.01,22.599999999999998
-4.430000000000001,-1.84,-1.28,-0.62,0.03,0.52,-4.430000000000001
9.459999999999999,-0.73,0.19,-0.76,-0.61,-1.41,9.459999999999999
11.690000000000001,-0.92,-1.35,-0.98,1.05,-0.95,11.690000000000001
11.770000000000003,2.63,0.49,0.18,-0.86,0.7,11.770000000000003
-7.780000000000002,-0.58,0.12,2.56,-0.1,1.15,-7.780000000000002
-9.48,-0.7,-0.03,1.77,-0.63,1.81,-9.48
10.989999999999998,0.71,-0.56,0.63,0.97,0.62,10.989999999999998
-4.17,-1.57,-0.73,-0.25,-0.07,0.62,-4.17
3.2899999999999987,0.18,-1.34,0.38,0.61,0.56,3.2899999999999987
21.27,1.08,0.83,0.46,-0.07,-1.66,21.27
2.26,0.43,0.21,0.27,-1.28,-1.08,2.26
9.639999999999999,1.05,-0.04,0.68,0.03,0.03,9.639999999999999
4.88,0.94,-0.52,0.1,-0.46,-0.43,4.88
27.35,-0.31,0.22,-0.48,1.26,-0.89,27.35
-2.5999999999999996,-0.19,-0.44,1.45,0.2,1.03,-2.5999999999999996
3.82,-1.49,0.27,0.89,0.08,1.07,3.82
6.879999999999999,-0.52,1.41,2.3,-0.36,-0.45,6.879999999999999
25.37,1.45,1.58,-0.52,-0.42,-0.28,25.37
-4.25,-1.34,-0.92,-1.0,-0.77,-0.03,-4.25
37.33,0.23,1.55,-1.0,0.98,-0.21,37.33
22.890000000000004,-0.05,0.67,-1.12,0.38,0.17,22.890000000000004
-3.2099999999999995,0.49,0.29,2.46,-0.64,-0.53,-3.2099999999999995
15.73,-0.62,-0.56,-0.64,1.19,1.42,15.73
-6.91,-0.57,-0.83,0.47,-0.55,0.63,-6.91
10.11,0.2,-1.52,1.55,1.8,-0.61,10.11
10.420000000000002,-0.39,0.29,0.33,0.66,2.01,10.420000000000002
3.4500000000000006,-0.18,-0.8,-1.38,-0.73,-0.03,3.4500000000000006
6.550000000000002,1.79,-0.52,0.22,-0.02,1.19,6.550000000000002
23.8,2.53,-0.53,-0.49,1.04,0.68,23.8
26.080000000000002,1.85,0.58,-0.36,0.59,1.11,26.080000000000002
17.96,0.82,0.51,1.07,1.17,1.38,17.96
21.37,0.65,-0.17,0.15,1.21,-0.82,21.37
18.98,0.37,-0.39,0.03,1.28,0.19,18.98
-3.95,0.05,-1.36,0.75,0.65,2.16,-3.95
23.0,-0.31,0.22,0.25,1.58,-0.1,23.0
11.339999999999998,0.28,0.61,0.19,-0.45,0.19,11.339999999999998
-4.379999999999999,1.07,-1.03,0.13,-0.7,1.2,-4.379999999999999
14.33,-1.52,-0.56,0.38,1.57,-0.07,14.33
10.929999999999998,-0.56,1.88,-1.45,-2.2,0.44,10.929999999999998
1.0700000000000003,-0.5,-1.02,0.71,0.24,-0.56,1.0700000000000003
4.2700000000000005,-1.28,0.87,0.65,-0.1,1.85,4.2700000000000005
-2.9300000000000006,-1.07,-1.53,-0.69,-0.05,0.24,-2.9300000000000006
32.45,-0.24,0.35,-1.25,1.44,-0.08,32.45
17.009999999999998,1.12,0.34,0.46,0.57,0.45,17.009999999999998
29.130000000000003,0.64,1.33,0.2,0.71,-0.09,29.130000000000003
1.379999999999999,1.44,-0.68,1.8,-0.04,-1.43,1.379999999999999
-3.2,0.13,-0.68,0.84,-0.65,-0.45,-3.2
-2.9100000000000006,-1.89,-0.45,-2.42,-1.58,0.76,-2.9100000000000006
21.21,0.79,0.43,-0.97,-0.05,-0.0,21.21
12.079999999999998,-1.16,1.5,0.88,-0.22,0.03,12.079999999999998
-9.559999999999999,0.21,-2.04,-0.25,-0.68,-1.0,-9.559999999999999
15.090000000000003,-0.28,1.8,0.64,-0.57,0.57,15.090000000000003
12.009999999999996,1.4,0.92,0.06,-0.65,0.7,12.009999999999996
25.700000000000003,0.39,0.9,0.64,1.05,-0.54,25.700000000000003
-4.529999999999999,1.32,0.2,2.08,-0.69,1.74,-4.529999999999999
4.079999999999999,0.2,-0.65,-0.48,-0.32,0.42,4.079999999999999
19.900000000000002,0.52,-0.57,-0.02,2.14,1.73,19.900000000000002
18.57,0.44,0.04,0.12,0.61,-1.02,18.57
0.6700000000000017,-0.26,-1.67,0.4,0.65,-0.48,0.6700000000000017
11.050000000000002,1.57,-1.23,-1.46,0.22,1.05,11.050000000000002
5.939999999999999,1.68,-0.46,1.08,-0.04,-0.17,5.939999999999999
36.300000000000004,0.88,0.65,-1.58,1.48,1.38,36.300000000000004
13.299999999999999,-0.63,0.4,0.49,0.26,-0.55,13.299999999999999
5.500000000000001,-0.67,-0.03,1.17,0.54,-0.37,5.500000000000001
-31.180000000000003,0.77,-2.85,1.15,-1.74,-0.36,-31.180000000000003
-14.41,-1.12,-1.29,1.16,-0.47,0.35,-14.41
0.7699999999999996,-0.05,0.48,0.08,-1.28,1.0,0.7699999999999996
10.0,-0.49,-1.56,-0.43,1.5,0.85,10.0
26.709999999999997,-0.35,-0.35,-0.32,2.08,0.38,26.709999999999997
16.39,0.43,1.03,0.24,-0.26,-0.2,16.39
5.809999999999999,-0.07,-0.04,0.73,0.05,0.73,5.809999999999999
26.98,-0.08,0.08,-2.0,0.92,0.35,26.98
-25.13,1.0,-2.9,2.09,-0.14,1.11,-25.13
7.609999999999998,-1.04,0.61,-1.05,-0.62,1.91,7.609999999999998
12.04,-0.19,0.22,0.87,0.5,0.15,12.04
31.28,0.36,2.4,-0.06,0.2,1.05,31.28
6.130000000000003,1.11,1.19,0.64,-1.14,1.63,6.130000000000003
11.5,-1.15,0.3,-0.75,-0.06,0.33,11.5
10.8,0.32,0.42,1.61,0.45,-0.24,10.8
31.549999999999997,0.96,1.19,-1.23,0.6,0.7,31.549999999999997
21.400000000000002,-0.3,1.38,-0.15,0.13,-0.17,21.400000000000002
25.47,0.02,-1.1,-1.44,1.59,-0.85,25.47
-22.13,-0.99,-2.15,-0.64,-1.32,1.64,-22.13
4.7200000000000015,1.01,-0.69,2.25,0.98,-0.32,4.7200000000000015
9.879999999999999,-2.5,2.29,-1.39,-1.65,1.02,9.879999999999999
29.169999999999998,2.44,1.38,0.56,0.59,0.85,29.169999999999998
16.98,0.76,0.28,0.1,-0.06,-0.75,16.98
-9.57,-0.28,-1.69,-0.1,-0.99,-1.1,-9.57
3.909999999999995,0.18,1.39,0.92,-1.57,-0.99,3.909999999999995
13.97,0.94,-0.98,-0.22,0.55,-0.97,13.97
7.75,0.11,-1.33,-0.6,0.32,-1.59,7.75
6.67,0.44,-0.02,0.55,0.22,1.36,6.67
11.110000000000001,0.13,-0.43,0.12,0.54,0.05,11.110000000000001
-9.28,0.04,-0.7,-0.66,-1.4,1.75,-9.28
13.950000000000001,-1.24,-0.69,-0.72,0.89,-0.29,13.950000000000001
-5.869999999999999,1.25,-0.67,0.28,-0.84,2.15,-5.869999999999999
7.83,-1.19,0.31,0.63,0.41,-0.19,7.83
13.9,-0.13,0.04,-0.15,0.96,2.21,13.9
22.63,-0.56,-1.37,-0.09,2.58,-0.8,22.63
30.980000000000004,1.64,1.68,-0.55,0.57,1.63,30.980000000000004
2.37,-0.38,-0.2,-0.58,-1.01,-0.65,2.37
14.620000000000001,-1.22,0.03,-0.77,0.23,-1.56,14.620000000000001
29.449999999999996,0.33,0.83,-1.99,0.37,1.23,29.449999999999996
11.359999999999998,-1.21,1.67,0.42,-0.71,-0.06,11.359999999999998
0.9999999999999998,0.56,0.08,0.54,-0.92,0.17,0.9999999999999998
-1.7499999999999996,-1.41,-0.11,-0.9,-0.74,1.24,-1.7499999999999996
17.299999999999997,1.09,0.61,-1.09,-0.32,1.21,17.299999999999997
28.36,0.14,2.32,0.39,0.19,-0.31,28.36
15.860000000000001,0.13,-0.15,0.71,0.96,-0.79,15.860000000000001
-14.860000000000003,-1.33,-1.84,0.51,-1.1,-2.15,-14.860000000000003
38.540000000000006,0.39,2.49,-0.01,0.84,0.08,38.540000000000006
20.299999999999997,-0.1,0.92,-0.29,0.27,0.32,20.299999999999997
9.840000000000002,-0.67,0.99,-0.17,-0.76,0.54,9.840000000000002
16.459999999999997,-0.9,0.03,-0.01,1.09,0.47,16.459999999999997
14.540000000000001,-0.03,0.82,1.39,0.56,0.01,14.540000000000001
-4.050000000000001,-1.31,-1.07,-0.31,-0.61,-0.19,-4.050000000000001
20.06,0.06,0.53,-0.07,0.49,0.06,20.06
-14.849999999999998,-1.98,-0.94,-0.14,-1.21,0.6,-14.849999999999998
39.510000000000005,1.53,1.22,-0.21,1.49,0.15,39.510000000000005
1.7500000000000002,-0.34,-0.61,-0.3,-0.39,0.17,1.7500000000000002
17.090000000000003,0.16,0.0,0.44,1.19,0.95,17.090000000000003
-33.379999999999995,-1.48,-2.55,0.93,-1.37,-0.22,-33.379999999999995
-3.6099999999999994,-1.17,-1.8,0.54,0.76,-0.58,-3.6099999999999994
-17.8,-2.59,-0.55,0.39,-1.48,0.18,-17.8
2.8499999999999983,-0.02,0.58,0.12,-0.97,1.2,2.8499999999999983
11.729999999999999,-0.16,-0.03,-0.93,-0.44,-0.88,11.729999999999999
14.590000000000003,-0.17,1.71,-1.37,-1.61,1.47,14.590000000000003
-9.340000000000002,-0.21,-0.67,1.04,-0.61,1.83,-9.340000000000002
-9.650000000000002,0.68,-0.49,2.16,-0.61,0.74,-9.650000000000002
14.27,0.3,1.3,1.56,0.03,-0.75,14.27
-2.1099999999999985,0.46,-0.68,2.01,0.14,-0.37,-2.1099999999999985
17.709999999999997,0.18,-1.35,-0.97,1.2,-0.66,17.709999999999997
9.7,-1.05,0.54,1.19,0.72,1.0,9.7
-13.52,-0.76,-1.42,1.5,-0.32,-0.25,-13.52
36.980000000000004,1.33,0.56,0.46,2.17,-0.64,36.980000000000004
23.669999999999998,0.93,0.06,0.27,1.53,0.51,23.669999999999998
15.5,0.54,1.07,-0.36,-0.84,-1.04,15.5
26.65,-1.97,2.06,-1.1,-0.22,-0.28,26.65
7.309999999999999,0.31,0.82,0.86,-0.58,-0.17,7.309999999999999
3.7399999999999993,0.28,-0.25,1.61,0.49,0.73,3.7399999999999993
7.94,0.66,1.17,0.18,-1.3,0.4,7.94
9.980000000000002,-0.65,-0.53,0.59,1.24,0.02,9.980000000000002
47.59,0.31,1.7,0.24,2.6,0.57,47.59
20.09,-1.76,0.75,0.38,1.29,0.67,20.09
-7.619999999999999,-0.14,-1.22,-0.21,-0.85,-0.58,-7.619999999999999
11.5,0.59,1.67,0.39,-1.2,0.44,11.5
12.02,1.2,-0.61,-0.13,0.01,-0.78,12.02
1.759999999999999,0.65,-0.12,0.42,-0.89,-0.44,1.759999999999999
-2.490000000000001,0.72,-0.37,1.73,-0.4,0.22,-2.490000000000001
-4.059999999999999,0.93,-1.42,-1.76,-1.53,1.26,-4.059999999999999
29.17,-0.55,2.56,-0.56,0.18,1.54,29.17
34.46,2.01,2.06,1.21,1.02,0.59,34.46
11.379999999999999,0.78,-0.55,-0.82,-0.0,-0.17,11.379999999999999
7.3,-0.45,0.7,0.96,0.09,1.48,7.3
-8.010000000000002,-1.14,-0.19,-0.72,-1.87,-0.08,-8.010000000000002
5.69,-0.12,1.51,0.63,-1.02,1.85,5.69
10.549999999999999,1.22,0.58,-0.23,-0.96,-0.37,10.549999999999999
19.439999999999998,1.09,1.88,1.54,-0.49,-1.12,19.439999999999998
-6.75,0.14,-1.77,0.32,-0.15,-0.47,-6.75
6.17,-1.59,0.51,-0.53,-1.17,-2.87,6.17
13.83,-0.03,1.77,1.66,-0.46,-0.6,13.83
5.38,0.47,-1.0,0.3,0.77,1.23,5.38
5.49,-0.1,-0.2,-0.88,-0.83,-0.23,5.49
38.339999999999996,0.37,0.91,-0.8,1.49,-0.27,38.339999999999996
22.48,-0.02,-0.75,-2.42,0.88,0.74,22.48
-4.859999999999999,-0.28,0.07,0.52,-1.56,-0.53,-4.859999999999999
-13.259999999999998,0.79,-1.25,0.29,-1.36,0.47,-13.259999999999998
-14.829999999999998,-0.04,-1.62,1.16,-0.73,-0.81,-14.829999999999998
24.58,0.2,1.15,-1.02,0.06,0.43,24.58
6.71,0.69,0.18,-0.37,-0.83,0.09,6.71
-5.95,-1.07,-2.92,0.44,0.9,-2.36,-5.95
3.2699999999999987,-1.01,0.62,2.06,0.02,-0.73,3.2699999999999987
17.430000000000003,-0.18,1.37,-0.65,-0.8,-0.48,17.430000000000003
3.389999999999998,-0.95,0.12,1.62,0.32,-0.25,3.389999999999998
-10.110000000000001,-0.29,-1.56,0.88,-0.08,-0.18,-10.110000000000001
18.549999999999997,3.19,0.3,-0.75,-0.43,1.15,18.549999999999997
-16.560000000000002,0.11,-1.44,0.92,-0.67,1.87,-16.560000000000002
2.17,1.08,-0.45,1.28,0.07,0.85,2.17
17.77,0.48,-0.85,-0.64,1.03,-0.33,17.77
19.7,-0.4,-0.96,0.42,2.06,-1.07,19.7
26.91,0.02,1.41,-0.08,0.45,-1.06,26.91
8.349999999999998,0.43,-0.19,0.99,1.19,2.59,8.349999999999998
10.600000000000001,0.58,0.33,0.19,-0.35,0.34,10.600000000000001
-7.510000000000002,-0.3,0.17,1.32,-1.01,1.14,-7.510000000000002
15.51,1.32,-0.12,-2.12,-0.61,1.3,15.51
10.9,-0.02,-1.0,-0.5,0.84,0.55,10.9
-4.250000000000002,-0.24,-0.37,-0.39,-0.92,1.62,-4.250000000000002
22.059999999999995,-0.32,1.22,1.52,1.0,-0.43,22.059999999999995
19.779999999999998,0.4,-0.02,-0.9,0.32,-1.18,19.779999999999998
11.93,1.19,-0.46,0.2,0.28,-0.26,11.93
-8.75,0.59,-0.47,0.87,-1.35,0.13,-8.75
16.450000000000003,1.94,-1.0,-0.68,0.51,0.18,16.450000000000003
20.990000000000002,0.35,0.49,0.63,1.11,0.41,20.990000000000002
4.91,-0.24,0.67,1.9,-0.13,-0.97,4.91
32.949999999999996,1.11,-0.12,-2.17,0.85,-0.54,32.949999999999996
19.69,-0.09,0.33,0.19,0.71,-0.44,19.69
14.209999999999997,0.51,-0.26,0.74,0.62,-0.94,14.209999999999997
5.549999999999999,1.09,-0.54,0.81,0.37,1.84,5.549999999999999
4.34,-0.22,-0.35,-0.02,-0.3,0.8,4.34
7.219999999999999,-1.62,-1.05,-1.07,0.95,1.71,7.219999999999999
20.29,-0.1,-0.17,0.07,1.16,-0.93,20.29
16.770000000000003,0.24,0.98,0.5,0.19,1.0,16.770000000000003
-4.899999999999999,-2.7,0.68,-0.65,-1.83,0.51,-4.899999999999999
21.109999999999996,1.37,-0.14,0.95,1.61,1.31,21.109999999999996
6.540000000000001,1.64,0.74,0.08,-1.6,-0.25,6.540000000000001
26.72,-0.84,2.17,-0.18,0.12,0.55,26.72
31.01,0.04,1.7,-0.62,0.19,-0.74,31.01
-1.13,-1.32,-0.61,-0.04,-0.43,-0.69,-1.13
18.31,-1.41,-0.08,-1.5,0.76,0.08,18.31
6.09,-1.46,-0.31,-0.75,0.32,1.34,6.09
11.73,-1.88,0.12,-0.16,0.67,0.21,11.73
19.87,-0.75,-0.32,-0.8,1.08,0.02,19.87
8.78,1.9,-0.06,-0.71,-1.51,-1.8,8.78
-12.150000000000002,-1.58,0.27,0.51,-1.58,0.9,-12.150000000000002
9.349999999999998,-0.48,0.15,1.61,0.9,-0.27,9.349999999999998
-6.18,-0.89,-2.15,-0.72,-0.21,-0.99,-6.18
6.159999999999999,-0.13,0.08,-0.22,-0.65,0.17,6.159999999999999
-5.390000000000001,0.44,-1.09,1.41,-0.1,0.02,-5.390000000000001
13.049999999999999,0.71,0.23,0.95,0.29,-0.61,13.049999999999999
2.5600000000000005,0.36,-1.14,0.11,-0.03,-0.21,2.5600000000000005
0.8100000000000005,-0.13,-1.88,-0.55,0.09,0.16,0.8100000000000005
29.290000000000003,-1.03,1.27,-0.87,0.97,0.43,29.290000000000003
36.519999999999996,-0.65,1.78,-1.19,0.92,1.0,36.519999999999996
21.45,-0.67,1.39,-0.25,0.29,0.26,21.45
-5.209999999999999,-0.13,0.81,0.79,-1.75,1.3,-5.209999999999999
-2.3799999999999986,-1.66,1.03,1.13,-1.09,-0.41,-2.3799999999999986
10.940000000000001,-1.11,-0.21,-0.31,0.78,1.31,10.940000000000001
-2.7299999999999995,1.4,-0.56,-0.21,-1.68,-0.81,-2.7299999999999995
24.740000000000002,0.96,1.62,-1.23,-0.59,-0.03,24.740000000000002
-3.95,0.28,-0.81,0.42,-0.47,-0.01,-3.95
12.12,0.55,0.01,-0.44,-0.11,-0.09,12.12
5.450000000000001,-0.37,-0.26,1.6,0.56,-0.3,5.450000000000001
7.159999999999999,0.7,-0.33,1.17,0.37,-0.11,7.159999999999999
-5.550000000000001,0.45,-1.57,-1.13,-1.19,0.14,-5.550000000000001
35.93,1.73,2.23,0.64,0.5,-1.8,35.93
4.5699999999999985,-0.54,-0.79,-0.62,-0.17,-0.47,4.5699999999999985
13.43,-1.98,0.75,-1.07,0.24,2.07,13.43
-6.5699999999999985,-0.92,-2.53,-0.29,1.1,1.96,-6.5699999999999985
8.39,-1.23,0.5,-0.47,-0.11,2.64,8.39
13.760000000000002,-1.5,0.25,0.47,1.09,0.1,13.760000000000002
2.1599999999999993,0.31,-0.39,0.27,-0.34,0.62,2.1599999999999993
24.35,-0.37,0.38,-0.03,1.13,-0.05,24.35
